Sl.NO,wkt_geom,gid,ss_name,volt_ratio,ss_type,ss_code,cir_code,region_id,cir_name,show
431,Point (77.68466899499495071 10.13472054373682418),251220,ELUVANAMPATTY,110/22,NON-GRID,3111,450,5,DINDIGUL,Y
432,Point (77.92192778034423384 10.08968529574319462),251219,RAMARAJAPURAM,110/22,NON GRID,3132,450,5,DINDIGUL,Y
433,Point (77.84270515392420009 10.10103285171364185),251222,S NATHAM,110/22,NON GRID,3135,450,5,DINDIGUL,Y
434,Point (77.61948753611322616 10.47403705275180741),251223,SINDALAVADANPATTY,110/22,GRID,3141,450,5,DINDIGUL,Y
435,Point (77.75697279964533948 10.21697671438251298),251226,AYYAMPALAYAM,110/22,NON GRID,3112,450,5,DINDIGUL,Y
436,Point (77.94247181621727805 10.55865287843560196),251227,MINUKAMPATTY,110/22,GRID,3113,450,5,DINDIGUL,Y
437,Point (78.06176628600594825 10.29096519607119475),251225,KOSAVAPATTY,110/22,NON GRID,3116,450,5,DINDIGUL,Y
438,Point (78.13060947998931738 10.36644350519014068),251228,KEELAKOTTAI SS,110/22,NON GRID,3152,450,5,DINDIGUL,N
439,Point (78.10125785947710142 10.66311978342284306),251206,REDDIYARCHATRAM SS,110/22,NON GRID,3130,450,5,DINDIGUL,N
440,Point (77.83788286329124162 10.38550324142500436),251203,KANNIVADI,110/22,NON GRID,3114,450,5,DINDIGUL,Y
441,Point (77.82703714596745215 10.1680098221104025),251209,NILAKOTAI,110/22,NON GRID,3139,450,5,DINDIGUL,Y
442,Point (77.92420550175565097 10.1401121580654987),251208,AMMAINAICKENUR,110/22,NON GRID,3128,450,5,DINDIGUL,Y
443,Point (77.93421105439135488 10.60150844045975127),251212,RENGANATHAPURAM,110/22,NON GRID,3120,450,5,DINDIGUL,Y
444,Point (77.8496272283243087 10.43708083114886342),251210,REDIYARCHATRAM,110/22,NON GRID,3108,450,5,DINDIGUL,Y
445,Point (77.98229652869099482 10.6183015835436354),251217,CHINNAKAMPATTI SS,110/22,NON GRID,3131,450,5,DINDIGUL,N
446,Point (77.45602400879806737 10.58733539974062587),251233,Melkaraipatty,110/22,NON GRID,1811,450,5,DINDIGUL,Y
447,Point (76.97029279802890755 10.68409560730620456),276883,THALAKKARAI MUTHUR SS,110/22,Non-Grid,1534,434,3,UDUMALPET,Y
448,Point (77.27828707781903006 10.66525542746552979),276884,KOTTAMANGALAM SS,110/22,Non-Grid,1530,434,3,UDUMALPET,Y
449,Point (77.33441327339302518 10.66597381181041371),276891,THUNGAVI,110/22,NON-GRID,1816,434,3,UDUMALPET,Y
450,Point (77.40615020980898464 10.57588151889805239),276894,MN PATTY,110/22,NON-GRID,3144,434,3,UDUMALPET,Y
451,Point (77.17491238102115858 10.67710871941081763),276895,Kongalnagaram SS,110/22,NON-GRID,1809,434,3,UDUMALPET,Y
452,Point (77.32720200003930699 10.68820635829256638),276892,Gudimangalam SS,110/22,NON-GRID,1814,434,3,UDUMALPET,Y
453,Point (77.39931278922010449 10.70247838882523617),276893,Ponnapuram SS,110/22,NON-GRID,1818,434,3,UDUMALPET,Y
454,Point (77.4155551231750394 10.54247477130896904),276896,Thalaiyuthu SS,110/22,NON-GRID,3111,434,3,UDUMALPET,Y
455,Point (77.28020549661133032 10.57650149758700131),276869,PALAPPAMPATTY SS,110/22,Non-Grid,1504,434,3,UDUMALPET,Y
456,Point (77.29072118699757254 10.60542444509119697),276870,INDIRANAGAR SS,110/22,Non-Grid,1536,434,3,UDUMALPET,Y
457,Point (77.01893319005758087 10.65662995241321731),276867,POLLACHI SS,110/22,Grid,1506,434,3,UDUMALPET,Y
458,Point (77.3686804067542937 10.57437122325296741),276868,MADATHUKULAM SS,110/22,Non-Grid,1505,434,3,UDUMALPET,Y
459,Point (77.01933773620955037 10.60460918359894933),276873,SAMATHUR SS,110/22,Non-Grid,1535,434,3,UDUMALPET,Y
460,Point (76.92823321231260536 10.5920288818717836),276874,ANAMALAI SS,110/22,Non-Grid,1523,434,3,UDUMALPET,Y
461,Point (77.09454869068655114 10.55444180776560081),276871,DEVANURPUDUR SS,110/22,Non-Grid,1531,434,3,UDUMALPET,Y
462,Point (76.99653825070315349 10.53720589697826959),276872,ANGALAKURICHI SS,110/22,Grid,1507,434,3,UDUMALPET,Y
463,Point (77.17909535296821844 10.58333800372679612),276877,POOLANKINAR,110/22,Non-Grid,1503,434,3,UDUMALPET,Y
464,Point (76.97985607880727343 10.3606344282393259),276878,Iyerbadi SS,110/22,Non-Grid,1508,434,3,UDUMALPET,N
465,Point (76.90366381914284943 10.62813286814604474),276875,MARICHANAIKENPALAYAM SS,110/22,Non-Grid,1516,434,3,UDUMALPET,Y
466,Point (77.14282846068444144 10.61743093642380487),276876,KOMANGALAMPUDUR SS,110/22,Non-Grid,1533,434,3,UDUMALPET,Y
467,Point (77.30529556018861115 10.73338206351203006),276881,POOLAVADY SS,110/22,Non-Grid,1502,434,3,UDUMALPET,Y
468,Point (77.20812151531291079 10.7017037212750612),276882,Alamarathur,110/22,Non-Grid,1537,434,3,UDUMALPET,Y
469,Point (77.29830094120828221 10.49342139357616865),276879,KILUVANKATOOR SS,110/22,Non-Grid,1529,434,3,UDUMALPET,Y
470,Point (77.24476080995889049 10.59296718461332532),276880,Udumalpet SS,110/22,Grid,1526,434,3,UDUMALPET,Y
471,Point (76.99802651149155963 10.93818109760624324),276922,PODANUR SS,110/22,out door,1347,432,3,CBE-SOUTH,Y
472,Point (77.05554473228148993 10.76871336608624219),276931,DEVANAMPALAYAM  SS,110/22,out door,1369,432,3,CBE-SOUTH,Y
473,Point (77.01967921707347386 10.82794125956061926),276909,KINATHUKADAVU,110/22,outdoor,1353,432,3,CBE-SOUTH,Y
474,Point (76.97616768854013003 10.93707031884300029),276914,KURICHI SS,110/22,Non-Grid,1303,432,3,CBE-SOUTH,Y
475,Point (76.94584899204153317 10.90813569161637986),276912,MADHUKKARAI SS,110/22,Non-Grid,1302,432,3,CBE-SOUTH,Y
476,Point (76.95549143190818597 10.95262644577383071),276913,KUNIAMUTHUR,110/22,Non-Grid,1361,432,3,CBE-SOUTH,Y
477,Point (76.93150153563790639 11.13342575323275163),276964,PERIYANAICKENPALAYAM,110/22,Non-Grid,1210,430,3,CBE-NORTH,Y
478,Point (76.95740310174890908 11.21095066537910157),276965,MADDAMPALAYAM SS,110/22,Non-Grid,1223,430,3,CBE-NORTH,Y
479,Point (76.93077104775331065 11.10800206507068921),276960,KATHIRNAICKENPALAYAM,110/22,Non-Grid,1234,430,3,CBE-NORTH,Y
480,Point (76.93545651168297184 11.08528177345469068),276966,THUDIALUR  SS,110/22,Non-Grid,1212,430,3,CBE-NORTH,Y
481,Point (76.95305251989601913 11.30911103630536374),276973,METTUPALAYAM SS,110/22,GRID,1201,430,3,CBE-NORTH,Y
482,Point (77.0744696328839467 11.19991616919785216),276980,annurss,110/22,Non-Grid,1211,430,3,CBE-NORTH,Y
483,Point (77.07159230465073563 11.18802135230938077),276978,Ellapalayam ss,110/22,Non-Grid,1239,430,3,CBE-NORTH,Y
484,Point (77.13622293768591476 11.20777481306596002),276979,padhuvampally,110/22,Non-Grid,1233,430,3,CBE-NORTH,Y
485,Point (77.56030227129764398 10.71810970384648698),277014,KOLATHUPALAYAM SS (R-APDRP),110/22,Non-Grid,1720,439,3,PALLADAM,Y
486,Point (77.51055456850268399 10.73408163639286883),277012,DHARAPURAM SS (R-APDRP),110/22,Non-Grid,1724,439,3,PALLADAM,Y
487,Point (77.46001563458510475 10.83817374636902642),277024,KUNDADAM SS,110/22,Non-Grid,1725,439,3,PALLADAM,Y
488,Point (77.27408451551357871 10.79190291283122427),277028,SALAIPUDHUR,110/22,Non Grid,1705,439,3,PALLADAM,Y
489,Point (77.08119404325675816 11.16378597549805818),276985,M.G.C PALAYAM,110/22,Non-Grid,1231,430,3,CBE-NORTH,Y
490,Point (76.89892849802616581 11.23122447196104723),276986,Marudur ss,110/22,Non-Grid,1205,430,3,CBE-NORTH,Y
491,Point (77.03173220371346019 11.15479948981179703),276982,Kovilpalayam ,110/22,Step Down,1214,430,3,CBE-NORTH,Y
492,Point (76.90091347368141328 11.30661048259178791),276983,Bhavani Barrage SS,110/22,Outdoor,1237,430,3,CBE-NORTH,Y
493,Point (77.75793079580601841 10.70841836038010264),276991,VADUGAPATTY SS,110/22,Non grid,1722,439,3,PALLADAM,Y
494,Point (77.37259805397050627 10.76608012527353786),276998,MARUTHUR(WF),110/22,Grid,1810,439,3,PALLADAM,Y
495,Point (77.45906669775820319 10.71777849874357003),276993,CHINNAPUTHUR (WF),110/22,Grid,1806,439,3,PALLADAM,Y
496,Point (77.30021946544731293 9.89750652256971719),251343,THEVARAM SS,110/22,NON GRID,3616,476,5,THENI,Y
497,Point (77.32104859317769296 9.81426406509734761),251342,UTHAMAPALAYAM,110/22,NON GRID,3604,476,5,THENI,Y
498,Point (77.27227485945596186 9.7338508703215556),251356,CUMBUM,110/22,NON GRID,3613,476,5,THENI,Y
499,Point (77.37972973552388112 10.00800471825342974),251357,BODI SS,110/22,NON GRID,3601,476,5,THENI,Y
500,Point (77.27134671799427679 9.62179148474513468),251358,VANNATHIPARAI SS,110/22,NON GRID,3605,476,5,THENI,Y
501,Point (77.35352534724438556 9.8599992827381886),251359,MARGEYANKOTTAI SS,110/22,NON GRID,3614,476,5,THENI,Y
502,Point (77.27016586826137257 9.65813041391086813),251360,K.G.PATTY,110/22,GRID,12311,476,5,THENI,Y
503,Point (77.50938193059695891 10.0585395969131941),251346,MADURAPURI SS,110/22,NON GRID,3610,476,5,THENI,Y
504,Point (77.60046159830663726 10.00145179481311963),251347,AUNDIPATTY SS,110/22,NON GRID,3603,476,5,THENI,Y
505,Point (77.46075689827469546 9.87527600960417828),251344,KAMATCHIPURAMSS,110/22,NON GRID,3607,476,5,THENI,Y
506,Point (77.50193097443839463 9.82277894309685351),251345,KADAMALAIGUNDU SS,110/22,NON GRID,3608,476,5,THENI,Y
507,Point (77.55567420638517717 10.00497748446605861),251350,KANDAMANUR VILAKKU SS,110/22,NON GRID,3618,476,5,THENI,Y
508,Point (77.5962220441035555 10.05284289194487712),251351,VAIGAIDAM SS,110/22,NON GRID,3609,476,5,THENI,Y
509,Point (77.52571265507548048 9.93044825174592383),251349,GANDAMANUR SS,110/22,NON GRID,3611,476,5,THENI,Y
510,Point (77.38133305072290113 9.78554098082897816),251354,CHINNAOVULAPURAM,110/22,NON GRID,3619,476,5,THENI,Y
511,Point (77.44297947853138453 9.97429374116941148),251352,VEERAPANDI SS,110/22,NON GRID,3617,476,5,THENI,Y
512,Point (77.55254801315260238 10.1348621397054437),251353,PERIYAKULAM,110/22,GRID,3606,476,5,THENI,Y
513,Point (77.46776235910080288 10.00314168229093958),251355,THENI SS,110/22,GRID,3612,476,5,THENI,Y
514,Point (78.13433499999999299 8.89191300000000062),277722,ARASARADI SS,110/22,NON GRID,5147,470,7,TUTICORIN,Y
515,Point (78.13824400000000026 8.81132500000000007),277675,TOWN  SS,110/22,NON GRID,5102,470,7,TUTICORIN,Y
516,Point (78.0853919999999988 8.82039200000000001),277677,SIPCOT SS,110/22,NON GRID,5101,470,7,TUTICORIN,Y
517,Point (78.96022219400320807 9.33633799335403758),251298,PERUNGULAM,110/22,GRID,3525,478,5,RAMNAD,Y
518,Point (78.53829530426577321 9.9973930870896055),251315,MADAGUPATTI SS,110/22,NON GRID,3418,460,5,SIVAGANGAI,Y
519,Point (78.76024964122504457 10.0158061468282451),251316,AMARAVATHIPUDHUR  SS,110/22,NON GRID,3429,460,5,SIVAGANGAI,Y
520,Point (78.88695198825266175 9.98937483032723961),251317,POOSALAGUDI SS,110/22,NON GRID,3430,460,5,SIVAGANGAI,Y
521,Point (78.34562498074545545 9.85227464483446091),251325,ARASANOOR  SS,110/22,NON GRID,3425,460,5,SIVAGANGAI,Y
522,Point (78.62094551956768385 9.84993628082776418),251319,KALAYARKOVIL SS,110/22,NON GRID,3402,460,5,SIVAGANGAI,Y
523,Point (78.78698315963929133 10.16385114518788058),251331,KANADUKATHAN SS,110/22,Non-Grid,3408,460,5,SIVAGANGAI,Y
524,Point (78.64792028780071576 9.99128166670120521),251340,Kallal SS,110/22,NON GRID,3415,460,5,SIVAGANGAI,Y
525,Point (78.63361171515875014 9.79159468717407577),251337,MARAVAMANGALAM,110/22,NON GRID,3428,460,5,SIVAGANGAI,Y
526,Point (78.46411277018155772 9.71967424539949221),251338,MANAMADURAI SS,110/22,NON GRID,3403,460,5,SIVAGANGAI,Y
527,Point (78.79598772524884964 9.96037952432972062),251329,DEVAKOTTAI,110/22,Non-Grid,3413,460,5,SIVAGANGAI,Y
528,Point (78.84864286564909719 10.09574504822242602),251327,SAKAVAYAL SS,110/22,NON GRID,3414,460,5,SIVAGANGAI,Y
529,Point (78.76650335602111852 10.0807838435327799),251328,KARAIKUDI KALANIVASAL,110/22,NON GRID,3407,460,5,SIVAGANGAI,Y
530,Point (78.48547175018391897 9.86067522894337145),251330,SIVAGANGA SS,110/22,GRID,3401,460,5,SIVAGANGAI,Y
531,Point (78.89198213766692902 11.23881753574751308),276319, PERAMBALUR SS,110/22,GRID,6539,440,6,PERAMBALUR,Y
532,Point (78.86130381428395708 11.17376096663446461),276320, SIRUVACHUR SS,110/22,GRID,6516,440,6,PERAMBALUR,Y
533,Point (78.78868946311783361 11.37704554974707882),276323, KRISHNAPURAM SS,110/22,GRID,6513,440,6,PERAMBALUR,Y
534,Point (78.86158986391831149 11.13441494896571982),276321, PUDHUKURICHI SS,110/22,GRID,6548,440,6,PERAMBALUR,Y
535,Point (78.82067203386964138 11.29505201156806748),276322,ESANAI SS,110/22,GRID,6547,440,6,PERAMBALUR,Y
536,Point (78.74994169324128279 11.18082140004457514),276249, MANGOON SS,110/22,GRID,6514,440,6,PERAMBALUR,Y
537,Point (78.70234539099025994 11.37058507522057127),276341,A.METTUR SS,110/22,NON GRID,6549,440,6,PERAMBALUR,Y
538,Point (78.94756258209370969 11.22450066091378496),276347,PERALI SS,110/22,NON GRID,6546,440,6,PERAMBALUR,Y
539,Point (78.77651433996950914 10.53989614963982469),276434,AMMACHATTIRAM,110/22-11,NON-GRID,6341,446,6,PUDUKOTTAI,Y
540,Point (76.64737942509883339 11.28223391369601103),277075,KUNDAH SS,110/22-11,NON GRID,1401,482,3,NILGIRIS,Y
541,Point (78.97576855085955572 10.76435169007907611),276130,Veeramarasan pettai SS,110/22-11,NON-GRID,6404,444,6,THANJAVUR,Y
542,Point (78.96474168411543815 10.84948753834699353),276129,Thriukattupalli SS,110/22-11,NON-GRID,6445,444,6,THANJAVUR,Y
543,Point (78.59095421966107153 11.13349154497825566),276214,THURAIYUR,110/22-11,NON-GRID,6642,442,6,TRICHY METRO,Y
544,Point (78.68309827063822581 11.07192790538998217),276206,PUTHANAMPATTI,110/22-11,NON-GRID,6645,442,6,TRICHY METRO,Y
545,Point (78.4262061486071218 11.13274709717185118),276211,T-PET,110/22-11,NON-GRID,6630,442,6,TRICHY METRO,N
546,Point (78.73484874382542387 10.92303061875946391),276208,SAMAYAPURAM SS,110/22-11,NON-GRID,6603,442,6,TRICHY METRO,Y
547,Point (78.81362159393376032 11.00216902943549613),276209,SIRUGANUR SS,110/22-11,NON-GRID,6624,442,6,TRICHY METRO,Y
548,Point (77.53956731419120274 11.41493292247317903),267623,KAVUNDAPADY,110/22-11,Non-Grid,4303,426,4,ERODE,Y
549,Point (77.58938881945707067 11.33895726712756336),267726,GANDHI NAGAR SS,110/22-11,Non-Grid,4316,426,4,ERODE,Y
550,Point (77.85052126634222702 11.15408610163106928),267724,NADUPALAYAM SS,110/22-11,Non-Grid,4335,426,4,ERODE,Y
551,Point (77.75737417397648699 11.20008442894843093),267748,ELUMATHUR SS,110/22-11,Grid,4304,426,4,ERODE,Y
552,Point (78.19743662435435283 10.14378964984137532),251218,L.VALAYAPATTY,110/22-11,NON-GRID,3102,450,5,DINDIGUL,Y
553,Point (76.94879086154931258 11.03503449306295181),276942,KAVUNDAMPALAYAM SS,110/22-11,Non-Grid,1112,435,3,CBE-METRO,Y
554,Point (76.88795081078919225 11.05608435551092938),276969,SOMAYAMPALAYAM SS,110/22-11,Non-Grid,1236,430,3,CBE-NORTH,Y
555,Point (76.85953737187789159 10.9684776489019491),276967,Madhampatti,110/22-11,Non-Grid,1206,430,3,CBE-NORTH,Y
556,Point (76.98748716418312199 11.07117036546313216),276954,SARAVANAMPATTY SS,110/22-11,Non-Grid,1202,430,3,CBE-NORTH,Y
557,Point (78.1487769999999955 8.85828700000000069),277689,AYYANARPURAM SS,110/22-11,NON GRID,5131,470,7,TUTICORIN,Y
558,Point (76.64503416110430578 11.4392684245760563),277069,SANDYNELLAH,110/22-11,GRID,1405,482,3,NILGIRIS,N
559,Point (79.05804146910371344 10.56110107729561776),276437,GANDARVAKKOTTAI(PUDUPATTY),110/33,NONGRID,6331,446,6,PUDUKOTTAI,Y
560,Point (77.20078381537329903 11.53533248832174607),267603,GANABATHYNAGAR SS,110/33,NON GRID,4123,436,4,GOBI,N
561,Point (77.65646860789378536 11.67696717797945816),267604,CHENNAMPATTY SS,110/33,NON GRID,4108,436,4,GOBI,Y
562,Point (77.28110399658643814 11.48215037706771824),267599,PERIYAKODIVERY SS,110/33,GRID,4110,436,4,GOBI,Y
563,Point (78.03253484951069652 12.50520490358997883),276557,RAYAKOTTAI,110/33,NON GRID,7179,420,8,DHARMAPURI,N
564,Point (78.54319952019741891 12.17029657011379662),276580,MAMPATTY,110/33,NON GRID,7176,420,8,DHARMAPURI,N
565,Point (79.2460270866129548 13.03953436862293813),276541,Thiruvalam,400/230,GRID,7449,412,8,VELLORE,Y
566,Point (78.24249369065354642 12.40398282037339506),276610,Pannswaramadam,110/33,NON GRID,7541,421,8,KRISHNAGIRI,Y
567,Point (79.02476655904706604 10.74352029771504746),276182,Thirumalaisamuthiram SS,110/33,NON-GRID,6470,444,6,THANJAVUR,Y
568,Point (79.28360749597150914 10.25897334755130608),276131,Sedubavachathiram SS,110/33,NON-GRID,6453,444,6,THANJAVUR,Y
569,Point (79.84399457515378629 12.20542308942634691),277232,MURUKKERY SS,110/33,NON GRID,8350,416,2,VILLUPURAM,Y
570,Point (79.58955596529258969 12.12746837428576718),277246,CHENDUR,110/33,GRID,8308,416,2,VILLUPURAM,Y
571,Point (79.45529175107328967 12.31503886129360836),277269,ECHUR,110/33,GRID,8328,416,2,VILLUPURAM,Y
572,Point (79.42226144200942883 12.19170192105668704),277267,SITTAMPOONDI,110/33,NON GRID,8368,416,2,VILLUPURAM,Y
573,Point (80.31188705418038865 13.26790435410973146),515,ATHIPATTU SS,110/33,NON-GRID,2150,404,1,Chennai-North,Y
574,Point (80.276340147485584 13.06769429357554735),348,GIS SS,110/33,NON-GRID,2248,402,1,Chennai-Central,Y
575,Point (79.26934479393273136 12.59134031138911425),277097,ARIYALAM,110/33,NON GRID,8274,414,2,THIRUVANNAMALAI,Y
576,Point (78.17073452968624281 10.49302980213229652),251205,AYYALUR,110/33,NON GRID,3142,450,5,DINDIGUL,Y
577,Point (77.92838995495299059 10.52423571841150185),251216,VEDACHANDUR,110/33,GRID,3138,450,5,DINDIGUL,Y
578,Point (78.2639193 10.0010250),251258,NARASINGAMPATTY,110/33,NON GRID,3206,452,5,MADURAI,Y
579,Point (78.14472632495630933 9.90037764232322282),251266,ANUPPANADI,110/33,GRID,3309,463,5,MADURAI METRO,Y
580,Point (77.87612791544030699 9.95141654236170403),251237,VALANTHUR SS,110/33,NON GRID,3245,452,5,MADURAI,Y
581,Point (78.22893837873263578 9.91366829182895337),251247,URANGANPATTY SS,110/33,NON GRID,3207,452,5,MADURAI,Y
582,Point (78.65866737823807853 10.18038527022982009),251341,KEELASEEVALPATTY,110/33,GRID,3432,460,5,SIVAGANGAI,N
583,Point (79.21642460828755361 12.96845531718330591),276504,KARNAMBUT SS,110/33,NON GRID,7404,412,8,VELLORE,Y
584,Point (79.022340371384729 12.95924805330667695),276503,VADUGANTHANGAL SS,110/33,NON GRID,7405,412,8,VELLORE,Y
585,Point (78.03700696935815984 9.59615124277985387),277648,MALLANKINAR,110/33,OUT DOOR,5260,462,7,VIRUDHUNAGAR,N
586,Point (78.10310873890524874 9.36865603186838847),277647,VELAYUTHAPURAM,110/33,OUT DOOR,5254,462,7,VIRUDHUNAGAR,Y
587,Point (78.89511921697518915 9.48501925132808665),251308,Devipattinam,110/33,GRID,3517,478,5,RAMNAD,Y
588,Point (78.55150311429012788 12.41771675941863506),276465,Koratty SS,110/33,NON GRID,7329,413,8,TIRUPATTUR EDC,N
589,Point (80.15370945223980925 13.031326940770251),273379, PORUR GIS SS,110/33,GRID,9260,400,9,Chennai-South 1,Y
590,Point (80.15520906124875467 12.97180984712223051),273372,PALLAVARAM SS,110/33,Non-Grid,9407,401,9,Chennai-South 2,Y
591,Point (78.8781031598340121 12.78076784246566433),276490,Odugathur,110/33,NON GRID,7343,413,8,TIRUPATTUR EDC,Y
592,Point (78.43445574815510213 9.90909331910985713),251334,Idayamelur ss,110/33,NON GRID,3431,460,5,SIVAGANGAI,N
593,Point (78.23625601051345768 10.73113182244110497),276371,CHINTHAMANIPATTY,110/33,NON GRID,6130,443,6,KARUR,Y
594,Point (77.31325523064141692 11.34908286610854411),267608,NAMBIYUR SS,110/33/11,NON GRID,4103,436,4,GOBI,Y
595,Point (76.85414455307147819 11.42822537894765311),277078,KOTHAGIRI SS,110/33/11,NON GRID,1403,482,3,NILGIRIS,Y
596,Point (77.37492759765744665 11.51460549962395241),267585,TN PALAYAM,110/33/11,NON GRID,4104,436,4,GOBI,Y
597,Point (77.90770279966051248 12.13179267843457154),276569,PENNAGARAM,110/33/11,NON GRID,7108,420,8,DHARMAPURI,Y
598,Point (79.45595733257221127 12.89451776924005699),276519,KAVERIPAKKAM SS,110/33/11,NON GRID,7406,412,8,VELLORE,Y
599,Point (80.24514738658103852 12.95573070696282869),273432,PERUNGUDI SS,110/33/11,Line tap,9417,401,9,Chennai-South 2,Y
600,Point (79.29782528727940871 10.49613850876526477),276132,Karambaiyam SS,110/33/11,NON-GRID,6455,444,6,THANJAVUR,Y
601,Point (80.27257119003051855 13.07669412150742261),384,CHINDHATRIPET SS,110/33/11,NON-GRID,2201,402,1,Chennai-Central,Y
602,Point (80.22541375320851387 13.08652526018115125),525,ANNA NAGAR SS,110/33/11,Non-Grid,9301,406,1,Chennai-West,Y
603,Point (80.19670051693098856 13.08040413864143758),532,THIRUMANGALAM SOUTH SS,110/33/11,Grid,9347,406,1,Chennai-West,Y
604,Point (80.1977094326500719 13.08692257465886222),521,THIRUMANGALAM,110/33/11,Non-Grid,9313,406,1,Chennai-West,Y
605,Point (80.11361624132651116 13.41051345738904921),437,SIPCOT I,110/33/11,NON-GRID,2122,404,1,Chennai-North,Y
606,Point (80.25090134160076616 13.10009411353455633),1776,COOKS ROAD SS,110/33/11,NON-GRID,2239,402,1,Chennai-Central,Y
607,Point (80.2817914060764366 13.09935047011546061),1777,SEVEN WELLS SS,110/33/11,NON-GRID,2203,402,1,Chennai-Central,Y
608,Point (77.80357828964390876 11.80123925948789143),267670,METTUR TOWN,110/33/11,NON GRID,4226,422,4,METTUR,Y
609,Point (79.45663086496730898 12.49186569763056909),277091,MAZHAIYUR,110/33/11,NON GRID,8225,414,2,THIRUVANNAMALAI,Y
610,Point (77.75066044683346433 11.85837183285901375),267669,KOLATHUR,110/33/11,NON GRID,4218,422,4,METTUR,Y
611,Point (79.04071007116083081 11.55007571384267173),277163,ADARI,110/33/11,NON GRID,8154,418,2,CUDDALORE,Y
612,,251195,ERIYODU SS,110/33/11,GRID,3106,450,5,DINDIGUL,Y
613,Point (78.16221438125779741 9.84078400283546806),251265,POTTAPALAYAM UNMANNED SS,110/33/11,NON GRID,3427,460,5,SIVAGANGAI,Y
614,Point (78.26515552246932828 9.88674481515099757),251248,NATTARMANGALAM SS,110/33/11,NON GRID,3244,452,5,MADURAI,Y
615,Point (77.20070139860563074 10.96954232305557397),276900,KARDIVAVI,110/33/11,Non-Grid,1703,439,3,PALLADAM,Y
616,Point (77.44047279999999489 9.09441920000000081),277514,Veerasigamani SS,110/33/11,non grid,5417,472,7,TIRUNELVELI,Y
617,Point (78.09715989255869317 9.7252206302631965),277602,AVIYUR,110/33/11,OUT DOOR,5203,462,7,VIRUDHUNAGAR,Y
618,Point (78.17328659058829032 9.47672004188122408),277606,MUTHURAMALINGAPURAM,110/33/11,OUT DOOR,5244,462,7,VIRUDHUNAGAR,Y
619,Point (77.90308532362858784 9.26190223078136832),277609,N.SUBBIAHPURAM GRID,110/33/11,OUTDOOR,5215,462,7,VIRUDHUNAGAR,Y
620,Point (77.87697499579194016 8.3406209161857241),277573,TISAYANVILAI SS,110/33/11,NON GRID,5483,472,7,TIRUNELVELI,Y
621,Point (77.94818398161038431 9.59009173528487224),277631,VIRUDHUNAGAR,110/33/11,OUT DOOR,5208,462,7,VIRUDHUNAGAR,Y
622,Point (77.81760961129351983 9.43597932438313514),277628,PARAIPATTI,110/33/11,OUT DOOR,5213,462,7,VIRUDHUNAGAR,Y
623,Point (78.12128921616043442 9.50077201609265387),277634,ARUPPUKOTTAI,110/33/11,OUTDOOR,5201,462,7,VIRUDHUNAGAR,Y
624,Point (77.40569100000000446 8.19080499999999923),277658,NAGERCOIL,110/33/11,NON GRID,5306,474,7,KANYAKUMARI,Y
625,Point (78.06345399999999302 8.43977499999999914),277693,UPCL SS,110/33/11,NON GRID,5145,470,7,TUTICORIN,Y
626,Point (77.94811699999999632 8.76792499999999997),277679,KOMBUKARANATHAM,110/33/11,NON GRID,5139,470,7,TUTICORIN,Y
627,Point (78.08459799999999973 8.58776800000000051),277680,ARUMUGANERI SS,110/33/11,NON GRID,5107,470,7,TUTICORIN,Y
628,Point (77.80636499999999955 9.13934300000000022),277685,DURAISAMYPURAM SS,110/33/11,NON GRID,5136,470,7,TUTICORIN,Y
629,Point (78.92077777800874117 9.59132179464660339),251305,uppur ,110/33/11,NON GRID,3533,478,5,RAMNAD,Y
630,Point (78.38722110815555766 9.41732849047333076),251286,KAMUTHI SS,110/33/11,NON GRID,3502,478,5,RAMNAD,Y
631,Point (80.28602044164070151 13.08573046312537969),408,HIGH COURT SS,110/33/11,NON-GRID,2202,402,1,Chennai-Central,Y
632,Point (78.69184195679738991 9.22620691910043256),251309,Ervadi,110/33/11,NON GRID,3532,478,5,RAMNAD,Y
633,Point (77.77421999999999969 8.54057000000000066),277552,MOOLAKARAIPATTI SS,110/33/11,NON GRID,5405,472,7,TIRUNELVELI,Y
634,Point (78.24145675707484315 9.83854913748579207),251321,NELMUDIKARAI,110/33/11,NON GRID,3404,460,5,SIVAGANGAI,Y
635,Point (77.81421373261328256 8.38691716423563882),277553,SANGANANKULAM SS,110/33/11,NON GRID,5478,472,7,TIRUNELVELI,Y
636,Point (79.77530510450598911 10.82249148724779531),276278,NARIMANAM,110/33/11,NON GRID,6257,445,6,NAGAI,Y
637,Point (79.61664211661096147 10.80784359638066938),276297,NEELAKUDI,110/33/11,NON GRID,6725,447,6,THIRUVARUR,Y
638,Point (79.5716010165483425 11.01114153860418732),276265,NIDUR,110/33/11,NON GRID,6253,445,6,NAGAI,Y
639,Point (79.69779862756548994 11.02628032820088499),276266,PERAMBUR,110/33/11,NON GRID,6254,445,6,NAGAI,Y
640,Point (79.81763937623433947 11.02938563160316576),276267,PORAIYAR,110/33/11,NON GRID,6203,445,6,NAGAI,Y
641,Point (78.38658700603400575 10.86400358891591544),276358,AYYERMALAI SS,110/33/11,GRID,6107,443,6,KARUR,Y
642,Point (79.10379168993141263 10.15205044946722523),276423,NAGUDY,110/33-11,NONNGRID,6310,446,6,PUDUKOTTAI,Y
