S.No,Tower No.,Tower Suspension / Tension,JOINT BOX,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
153,TN - 275,T,,SC on DC,32,TN - 278 : TN - 279,280.5880439,2.36,150.561737,1°21'22''RT,10.962261,78.06764971,GOOD,NO E/W,,KARUR TOWN,PLAIN,,G,BT – Karur Town,TN - 283 : TN - 284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0676497146487 10.9622609987854, 78.0655221361666 10.9632710181176)"
154,TN - 276,T,,SC on DC,32,TN - 279 : TN - 280,260.217398,3.22,151.903183,0°58'44''RT,10.96327102,78.06552214,GOOD,AVAILABLE,,,PLAIN,,G+3,,TN - 284 : TN - 285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0655221361666 10.9632710181176, 78.0638216156512 10.9640429913997)"
155,TN - 277,T,,SC on DC,32,TN - 280 : TN - 281,206.7240308,5.4,151.744324,1°27'36''LT,10.96404299,78.06382162,GOOD,AVAILABLE,,,PLAIN,,G,,TN - 285 : TN - 286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0638216156512 10.9640429913997, 78.0619475897401 10.9649520087987)"
156,TN - 278,T,,SC on DC,32,TN - 281 : TN - 282,230.3808564,3.96,155.164551,0°56'21''RT,10.96495201,78.06194759,GOOD,AVAILABLE,,,PLAIN,,KSR+3,NH KARUR – SALEM ,TN - 286 : TN - 287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0619475897401 10.9649520087987, 78.0600701272487 10.965824984014)"
157,TN - 279,T,,SC on DC,32,TN - 282 : TN - 283,228.9907312,6.04,159.147736,0°44'52''LT,10.96582498,78.06007013,GOOD,AVAILABLE,,KARUR - SALEM NH,PLAIN,,KSR+3,,TN - 287 : TN - 288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0600701272487 10.965824984014, 78.0583327263593 10.9666605759412)"
158,TN - 280,S,,SC on SC,25,TN - 283 : TN - 284,213.3827097,2.57,160.185883,,10.96666058,78.05833273,GOOD,AVAILABLE,,,PLAIN,,PA,,TN - 288 : TN - 289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0583327263593 10.9666605759412, 78.0565592832863 10.9675179608166)"
159,TN - 281,T,,SC on DC,32,TN - 284 : TN - 285,217.984143,3.46,161.162079,0°18'47''RT,10.96751796,78.05655928,GOOD,AVAILABLE,,,PLAIN,,PB,,TN - 289 : TN - 290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0565592832863 10.9675179608166, 78.0546713434159 10.9684180095791)"
160,TN - 282,S,,SC on DC,32,TN - 285 : TN - 286,231.3142965,3.26,159.59494,,10.96841801,78.05467134,GOOD,AVAILABLE,LT,ROAD,PLAIN,,GCO,,TN - 290 : TN - 291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0546713434159 10.9684180095791, 78.0527851637452 10.9693430364131)"
161,TN - 283,S,,SC on SC,28,TN - 286 : TN - 287,232.3567303,2.8,163.123001,,10.96934304,78.05278516,GOOD,AVAILABLE,,,PLAIN,,PA+3,,TN - 291 : TN - 292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0527851637452 10.9693430364131, 78.0509564839303 10.9702119883149)"
162,TN - 284,S,,SC on SC,32,TN - 287 : TN - 288,223.9793282,1.86,161.045792,,10.97021199,78.05095648,GOOD,AVAILABLE,LT - 2,ROAD,PLAIN,INSIDE OF HOME,EXI A,Old tower,TN - 292 : TN - 293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0509564839303 10.9702119883149, 78.0492376070469 10.9710019826889)"
163,TN - 285,S,,SC on SC,25,TN - 288 : TN - 289,209.382643,2.39,166.42926,,10.97100198,78.04923761,GOOD,AVAILABLE,,,PLAIN,,PA,Tank,TN - 293 : TN - 294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0492376070469 10.9710019826889, 78.0473937559872 10.9718580264598)"
164,TN - 286,S,,SC on SC,25,TN - 289 : TN - 290,224.8643912,2.03,166.788528,,10.97185803,78.04739376,GOOD,AVAILABLE,,,PLAIN,,PA,,TN - 294 : TN - 295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0473937559872 10.9718580264598, 78.0454802513122 10.9727790299803)"
165,TN - 287,S,,SC on SC,25,TN - 290 : TN - 291,234.8419979,8.39,165.852615,,10.97277903,78.04548025,GOOD,AVAILABLE,LT,ROAD,PLAIN,,PA,,TN - 295 : TN - 296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0454802513122 10.9727790299803, 78.0436151102185 10.9736700262874)"
166,TN - 288,T,2W,SC on SC,32,TN - 291 : TN - 292,228.6315057,4.23,166.511032,0°2'9''LT,10.97367003,78.04361511,GOOD,AVAILABLE,,,PLAIN,,PB,Annai Apartments Road,TN - 296 : TN - 297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0436151102185 10.9736700262874, 78.0417363066226 10.9745689854025)"
167,TN - 289,S,,SC on SC,25,TN - 292 : TN - 293,230.3606909,9.25,165.928482,,10.97456899,78.04173631,GOOD,AVAILABLE,LT,ANNAI APARTMENT ROAD,PLAIN,,PA,"Carttrack, 2 No LT-Line",TN - 297 : TN - 298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0417363066226 10.9745689854025, 78.0398453492671 10.9754579700529)"
168,TN - 290,S,,SC on SC,25,TN - 293 : TN - 294,231.0812586,7.49,167.616287,,10.97545797,78.03984535,GOOD,AVAILABLE,LT - 2,,PLAIN,,PA,"BT-Santhosh nagar, Carttrack, 2No LT-Line",TN - 298 : TN - 299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0398453492671 10.9754579700529, 78.0379231274127 10.9763600304722)"
169,TN - 291,S,,SC on SC,28,TN - 294 : TN - 295,234.7915164,6.76,168.40976,,10.97636003,78.03792313,GOOD,AVAILABLE,LT - 2,ROAD,PLAIN,,PA+3M,"4 No, LT-Line, 2No Carttrack",TN - 299 : TN - 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0379231274127 10.9763600304722, 78.0360299069434 10.9772719815373)"
170,TN - 292,T,,SC on SC,32,TN - 295 : TN - 296,232.4073073,4.87,172.925964,0°0'8''RT,10.97727198,78.03602991,GOOD,AVAILABLE,LT - 4,ROAD,PLAIN,,PC,"4 No, LT-Line, Karur – Erode road",TN - 300 : TN - 301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0360299069434 10.9772719815373, 78.0340110417455 10.9782443661242)"
171,TN - 293,T,,SC on SC,32,TN - 296 : TN - 297,247.6939199,6.71,174.200043,0°7'44''RT,10.97824437,78.03401104,GOOD,AVAILABLE,LT - 4,KARUR - ERODE ROAD,PLAIN,,PB+3,"BT Karur – Govinthampalaiyam, HT, 2 LT-Line",TN - 301 : TN - 302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0340110417455 10.9782443661242, 78.0322607327252 10.9790825564414)"
172,TN - 294,S,,SC on SC,31,TN - 297 : TN - 298,214.7762566,2.04,176.947876,,10.97908256,78.03226073,GOOD,AVAILABLE,"HT, LT - 2",,PLAIN,,PA+6,"3 No, LT-Line",TN - 302 : TN - 303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0322607327252 10.9790825564414, 78.0304321367293 10.9799349121749)"
173,TN - 295,S,,SC on SC,31,TN - 298 : TN - 299,223.178979,7.55,174.502884,,10.97993491,78.03043214,GOOD,AVAILABLE,LT - 3,,PLAIN,,PA+6,,TN - 303 : TN - 304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0304321367293 10.9799349121749, 78.0285889562219 10.9808236453682)"
174,TN - 296,S,,SC on SC,25,TN - 299 : TN - 300,226.3596848,3.41,174.464981,,10.98082365,78.02858896,GOOD,AVAILABLE,LT,ROAD,PLAIN,,PA,,TN - 304 : TN - 305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0285889562219 10.9808236453682, 78.0266563408076 10.981734925881)"
175,TN - 297,T,2W,SC on SC,32,TN - 300 : TN - 301,236.25577,3.41,179.295334,0°11'2''LT,10.98173493,78.02665634,GOOD,AVAILABLE,LT - 2,ROAD,PLAIN,,PB,,TN - 305 : TN - 306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0266563408076 10.981734925881, 78.0248960573226 10.9825718589127)"
176,TN - 298,S,,SC on SC,25,TN - 301 : TN - 302,215.6976392,6.17,181.979767,,10.98257186,78.02489606,GOOD,AVAILABLE,,,PLAIN,,PA,"2No, HT-Line",TN - 306 : TN - 307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0248960573226 10.9825718589127, 78.0229608435183 10.9834770206362)"
177,TN - 299,S,,SC on SC,25,TN - 302 : TN - 303,236.2213219,7.47,188.188614,,10.98347702,78.02296084,GOOD,AVAILABLE,HT - 2,ROAD,PLAIN,,PA,,TN - 307 : TN - 308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0229608435183 10.9834770206362, 78.0211463291198 10.9843483194708)"
178,TN - 300,S,,SC on SC,25,TN - 303 : TN - 304,222.6945486,1.97,176.947876,,10.98434832,78.02114633,GOOD,AVAILABLE,,,PLAIN,,PA,110KV Manmangalam LILO Xing,TN - 308 : TN - 309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0211463291198 10.9843483194708, 78.0193957686424 10.9851796366274)"
179,TN - 301,S,,SC on SC,25,TN - 304 : TN - 305,214.4691359,2.47,174.502884,,10.98517964,78.01939577,GOOD,AVAILABLE,110KV MANMANGALAM LILO UP XING,ROAD,PLAIN,,PA,NATTAMEDU – II,TN - 309 : TN - 310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0193957686424 10.9851796366274, 78.0175936594605 10.9860303159803)"
180,TN - 302,T,2W,SC on SC,28,TN - 305 : TN - 306,220.4807005,5.54,174.464981,0°15'13''LT,10.98603032,78.01759366,GOOD,AVAILABLE,,,PLAIN,,PB,,TN - 310 : TN - 311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0175936594605 10.9860303159803, 78.0157486349344 10.9869112540036)"
181,TN - 303,S,,SC on SC,25,TN - 306 : TN - 307,226.1629556,5.5,179.295334,,10.98691125,78.01574863,GOOD,AVAILABLE,,,PLAIN,,PA,,TN - 311 : TN - 312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0157486349344 10.9869112540036, 78.0140226334333 10.9877350274473)"
182,TN - 304,S,,SC on SC,25,TN - 307 : TN - 308,211.6858498,1.65,181.979767,,10.98773503,78.01402263,GOOD,AVAILABLE,,,PLAIN,,PA,BT – Sadaiyampalayam – Kuttakkadai LT-Line,TN - 312 : TN - 313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0140226334333 10.9877350274473, 78.0120940413326 10.9886576235294)"
183,TN - 305,S,,SC on SC,28,TN - 308 : TN - 309,236.400441,5.32,188.188614,,10.98865762,78.01209404,GOOD,AVAILABLE,LT,ROAD,PLAIN,,PA+3,,TN - 313 : TN - 314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0120940413326 10.9886576235294, 78.0100547242909 10.9896179381757)"
184,TN - 306,S,,SC on SC,25,TN - 309 : TN - 310,249.1266139,4.25,176.947876,,10.98961794,78.01005472,GOOD,AVAILABLE,LT,MUD ROAD,PLAIN,,PA,"400 KV Line, Neyveli – Pugalur",TN - 314 : TN - 315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0100547242909 10.9896179381757, 78.0076272413134 10.9907613974064)"
185,TN - 307,S,,SC on SC,25,TN - 310 : TN - 311,296.1817257,7.62,174.502884,,10.9907614,78.00762724,GOOD,AVAILABLE,,,PLAIN,,PA,"BT-Kuttaikkadai – Pasupathipalayam, Punnam, HT-Line, 2No LT-Line",TN - 315 : TN - 316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0076272413134 10.9907613974064, 78.0052394885569 10.9918927866965)"
186,TN - 308,T,,SC on SC,32,TN - 311 : TN - 312,291.6839832,2.77,174.464981,0°27'10''LT,10.99189279,78.00523949,GOOD,AVAILABLE,400KV NEYVELI - PUGALUR UP XING,,PLAIN,,PB,,TN - 316 : TN - 317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0052394885569 10.9918927866965, 78.0030572600662 10.9929479844868)"
187,TN - 309,S,,SC on SC,25,TN - 312 : TN - 313,267.7723802,6.36,179.295334,,10.99294798,78.00305726,GOOD,AVAILABLE,"HT, LT - 2",ROAD,PLAIN,,PA,,TN - 317 : TN - 318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0030572600662 10.9929479844868, 78.0015018302947 10.9936796408146)"
188,TN - 310,S,,SC on SC,25,TN - 313 : TN - 314,190.4500593,2.44,181.979767,,10.99367964,78.00150183,GOOD,AVAILABLE,,,PLAIN,,PA,HT – Line,TN - 318 : LILO - 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0015018302947 10.9936796408146, 77.9989928752183 10.9948826953768)"
189,TN - 311,S,,SC on SC,25,TN - 314 : TN - 315,304,4.21,188.188614,,10.9948827,77.99899288,GOOD,AVAILABLE,,,PLAIN,,PA,"BT – Punnam – Punnamchathiram, LT-Line",LILO - 29 : TN - 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9989928752183 10.9948826953768, 77.9967762809246 10.9959228895604)"
190,TN - 312,S,,SC on SC,28,TN - 315 : TN - 316,270.4355319,6.16,157,,10.99592289,77.99677628,GOOD,AVAILABLE,,,PLAIN,,PA+3,,TN - 28 : TN - 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9967762809246 10.9959228895604, 77.9946229699999 10.9969449788331)"
191,TN - 313,S,,SC on SC,28,TN - 316 : TN - 317,263.3237318,3.91,152,,10.99694498,77.99462297,GOOD,AVAILABLE,LT,ROAD,PLAIN,,PA+3,,TN - 27 : TN - 26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9946229699999 10.9969449788331, 77.9919764678925 10.9982199501246)"
192,TN - 314,T,,SC on SC,26,TN - 317 : TN - 318,324.0813033,2.86,156,0°30'2''RT,10.99821995,77.99197647,GOOD,AVAILABLE,,,PLAIN,,PB,230KV Paramathy & RNPM Xing,TN - 26 : TN - 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9919764678925 10.9982199501246, 77.9905249737203 10.9989036619663)"
193,TN - 315,T,,SC on SC,26,TN - 318 : LILO - 29,177.8991136,3.36,152,0°0'48''LT,10.99890366,77.99052497,GOOD,AVAILABLE,230KV PARMATHI LINE UP XING,,PLAIN,,PB,"2 No LT-Line, BT-Palamalai - Noyyal",TN - 25 : TN - 24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9905249737203 10.9989036619663, 77.9885724931955 10.9998239111155)"
194,TN - 316,S,,SC on SC,25,LILO - 29 : TN - 28,238.6365369,1.26,153,,10.99982391,77.98857249,GOOD,AVAILABLE,"LT - 2, 400KV UP XING",,PLAIN,,PA,,TN - 24 : TN - 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9885724931955 10.9998239111155, 77.9864307492971 11.000845497474)"
195,TN - 317,S,,SC on SC,28,TN - 28 : TN - 27,262.1549111,3.52,154,,11.0008455,77.98643075,GOOD,AVAILABLE,,CHINNA NADUPALAYAM ROAD,PLAIN,,PA+3,,TN - 23 : TN - 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9864307492971 11.000845497474, 77.9839776176959 11.0020120069384)"
196,TN - 318,T,3W,DC on DC,32,TN - 27 : TN - 26,299.8039669,3.54,157,10°15'38''LT,11.00201201,77.98397762,GOOD,AVAILABLE,,,PLAIN,110KV IYYARMALAI - ERODE FEEDER,KCR,,TN - 22 : TN - 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9839776176959 11.0020120069384, 77.9837020207196 11.0022099874913)"
197,LILO - 29,T,,SC on DC,37,TN - 26 : TN - 25,39.27322573,7.43,187.705353,59°10'9''LT,11.00220999,77.98370202,GOOD,NO E/W,,,PLAIN,110KV PUGALUR - PULIYUR FEEDER,KSO+9,,TN - 21 : TN - 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9837020207196 11.0022099874913, 77.983777038753 11.0030920151621)"
198,TN - 28,T,,SC on SC,26,TN - 25 : TN - 24,99.99878636,3.4,186.908264,4°47'15''RT,11.00309202,77.98377704,GOOD,AVAILABLE,,ROAD,PLAIN,,PC+1.5,,TN - 20 : TN - 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.983777038753 11.0030920151621, 77.9837799724191 11.0053609963506)"
199,TN - 27,S,,SC on SC,27,TN - 24 : TN - 23,253.2128643,2.84,185.525742,,11.005361,77.98377997,GOOD,AVAILABLE,,,PLAIN,,PA+1.5,,TN - 19 : TN - 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9837799724191 11.0053609963506, 77.9838000051677 11.0076120402663)"
200,TN - 26,S,,SC on SC,27,TN - 23 : TN - 22,251.2363826,3.08,181.960785,,11.00761204,77.98380001,GOOD,AVAILABLE,,,AGRI,,PA+1.5,,TN - 18 : TN - 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9838000051677 11.0076120402663, 77.9838109854608 11.0098530258983)"
201,TN - 25,S,,SC on SC,27,TN - 22 : TN - 21,250.1160779,4.76,178.676865,,11.00985303,77.98381099,GOOD,AVAILABLE,LT,,AGRI,,PA+1.5,,TN - 17 : TN - 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9838109854608 11.0098530258983, 77.9837939701974 11.0121909901499)"
202,TN - 24,T,,SC on SC,26,TN - 21 : TN - 20,260.8569889,2.13,179.387039,34°28'14''LT,11.01219099,77.98379397,GOOD,AVAILABLE,,ROAD,PLAIN,,PC+1.5,,TN - 16 : TN - 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9837939701974 11.0121909901499, 77.9851159639656 11.014146991074)"
203,TN - 23,S,,SC on SC,27,TN - 20 : TN - 19,262.4012323,8.95,176.286194,,11.01414699,77.98511596,GOOD,AVAILABLE,2 LT,ERODE - KARUR ROAD,AGRI,,PA+1.5,ERODE - KARUR ROAD,TN - 15 : TN - 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9851159639656 11.014146991074, 77.9864449985325 11.0161889903247)"
204,TN - 22,T,,SC on SC,26,TN - 19 : TN - 18,270.7872893,2.27,173.552063,28°13'14''RT,11.01618899,77.986445,GOOD,AVAILABLE,LT,ROAD,PLAIN,,PB+1.5,,TN - 14 : TN - 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9864449985325 11.0161889903247, 77.9866800270974 11.0189659986644)"
205,TN - 21,S,,SC on SC,28,TN - 18 : TN - 17,310.5332931,2.79,176.434555,,11.018966,77.98668003,GOOD,AVAILABLE,LT,ROAD,PLAIN,,PA+3.0,,TN - 13 : TN - 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9866800270974 11.0189659986644, 77.9869500081986 11.0219509620219)"
206,TN - 20,T,,SC on SC,30,TN - 17 : TN - 16,333.8013126,3.66,178.289246,0°50'1''RT,11.02195096,77.98695001,GOOD,AVAILABLE,2 LT,ROAD,PLAIN,,PC+6.0,,TN - 12 : TN - 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9869500081986 11.0219509620219, 77.9871670156717 11.0248139686882)"
207,TN - 19,S,,SC on SC,27,TN - 16 : TN - 15,319.8695381,3.12,177.161453,,11.02481397,77.98716702,GOOD,AVAILABLE,"2 LT,HT",,PLAIN,,PA+1.5,,TN - 11 : TN - 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9871670156717 11.0248139686882, 77.9874240048229 11.0275489836931)"
208,TN - 18,T,2W,SC on SC,28,TN - 15 : TN - 14,306.1132415,5.09,174.824265,0°16'54''RT,11.02754898,77.987424,GOOD,AVAILABLE,,PUGALUR - CHATRAM ROAD ,PLAIN,,PC+3.0,PUGALUR - CHATRAM ROAD ,TN - 10 : TN - 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9874240048229 11.0275489836931, 77.9876310378313 11.0298749618232)"
209,TN - 17,S,,SC on SC,27,TN - 14 : TN - 13,260.5180299,7.09,172.089294,,11.02987496,77.98763104,GOOD,AVAILABLE,LT,ROAD,PLAIN,,PA+1.5,,TN - 9 : TN - 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9876310378313 11.0298749618232, 77.9878619592636 11.0322550032287)"
210,TN - 16,S,,SC on SC,27,TN - 13 : TN - 12,266.7178214,4.35,169.918869,,11.032255,77.98786196,GOOD,AVAILABLE,3 LT,,PLAIN,,PA+1.5,,TN - 8 : TN - 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9878619592636 11.0322550032287, 77.9880190361291 11.0345539916306)"
211,TN - 15,T,,SC on SC,27,TN - 12 : TN - 11,257.1154471,5.78,169.697372,2°4'18''LT,11.03455399,77.98801904,GOOD,AVAILABLE,LT,VILLAGE ROAD,PLAIN,,PC+3.0,,TN - 7 : LILO - 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9880190361291 11.0345539916306, 77.9882559925317 11.0368160158395)"
212,TN - 14,S,,SC on SC,27,TN - 11 : TN - 10,253.7812565,8.7,169.921082,,11.03681602,77.98825599,GOOD,AVAILABLE,,ROAD,PLAIN,,PA+1.5,Masagoundan pudur road,LILO - 6 : TN - 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9882559925317 11.0368160158395, 77.9884500335901 11.0386430192738)"
213,TN - 13,T,,SC on SC,27,TN - 10 : TN - 9,205.3901317,0.47,164.869232,9°49'1''RT,11.03864302,77.98845003,GOOD,AVAILABLE,,ROAD,PLAIN,,PB+1.5,,TN - 5 : TN - 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9884500335901 11.0386430192738, 77.9882659669965 11.0414480231702)"
214,TN - 12,S,,SC on SC,28,TN - 9 : TN - 8,313.2127095,6.05,166.478958,,11.04144802,77.98826597,GOOD,AVAILABLE,,,PLAIN,,PA+3.0,BT road xing,TN - 4 : TN - 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9882659669965 11.0414480231702, 77.9881079681217 11.0437999852001)"
215,TN - 11,S,,SC on SC,27,TN - 8 : TN - 7,262.9743126,2.71,167.109283,,11.04379999,77.98810797,GOOD,AVAILABLE,,CANAL,AGRI,,PA+1.5,,TN - 3 : TN - 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9881079681217 11.0437999852001, 77.987936977297 11.0461149830371)"
216,TN - 10,T,,SC on SC,26,TN - 7 : LILO - 6,258.9903653,2.18,166.618515,15°39'4''RT,11.04611498,77.98793698,GOOD,AVAILABLE,LT,ROAD,AGRI,,PB+1.5,,TN - 2 : TN - 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.987936977297 11.0461149830371, 77.9872088413685 11.0481291543692)"
217,TN - 9,S,,SC on SC,27,LILO - 6 : TN - 5,238.79542,3.48,160.292358,,11.04812915,77.98720884,GOOD,AVAILABLE,LT,,PLAIN,,PA+1.5,,TN - 1 : GANTRY AT PUGALUR SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9872088413685 11.0481291543692, 77.9864444956183 11.0501753445714)"
218,TN - 8,S,,SC on SC,27,TN - 5 : TN - 4,243.4788329,3.6,153.075424,,11.05017534,77.9864445,GOOD,AVAILABLE,LT,ROAD,PLAIN,,PA+1.5,,GANTRY AT PUGALUR SS : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9864444956183 11.0501753445714, 77.9856923874467 11.0521948803216)"
219,TN - 7,T,,SC on SC,27,TN - 4 : TN - 3,240.2466609,2.3,150.519714,20°15'15''RT,11.05219488,77.98569239,GOOD,AVAILABLE,2 LT,ROAD,PLAIN,,PC+1.5,Phase seq T to B - Y R B, : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9856923874467 11.0521948803216, 77.9848137963563 11.0532170534133)"
220,LILO - 6,T,2W,DC on DC,38,TN - 3 : TN - 2,150.4623266,4.48,145.624924,58°44'48''LT,11.05321705,77.9848138,GOOD,AVAILABLE,,LOAD,PLAIN,COMMON TOWER FOR 110KV PUGALUR - ELUMATHUR,NA+10,, : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9848137963563 11.0532170534133, 77.9851869586855 11.0543610155582)"
221,TN - 5,T,,DC on DC,38,TN - 2 : TN - 1,135.0684965,5.5,161.06369,30°26'41''LT,11.05436102,77.98518696,GOOD,AVAILABLE,,ERODE - TRICHY RAILWAY TRACK,PLAIN,,NA+10,ERODE -TRICHY BG RLY, : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9851869586855 11.0543610155582, 77.9872980248183 11.0562280006706)"
222,TN - 4,T,,DC on DC,28,TN - 1 : GANTRY AT PUGALUR SS,311.8933695,1.93,158.983887,21°4'23''LT,11.056228,77.98729802,GOOD,AVAILABLE,"230KV PARAMATHI II XING, 
LT",ROAD,PLAIN,,MA,230KV Paramthy II Xing ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9872980248183 11.0562280006706, 77.9882760252803 11.0565920267254)"
223,TN - 3,T,,DC on DC,28,GANTRY AT PUGALUR SS : ,116.3025603,2.18,162.252167,54°40'8''RT,11.05659203,77.98827603,GOOD,AVAILABLE,"LT,HT",ROAD,PLAIN,,NA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9882760252803 11.0565920267254, 77.9889110382646 11.0561809781938)"
224,TN - 2,T,,DC on DC,28, : ,85.03257963,1.84,164.584778,53°43'60''LT,11.05618098,77.98891104,GOOD,AVAILABLE,,LOAD,PLAIN,,NA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9889110382646 11.0561809781938, 77.9889660235494 11.0552420374006)"
225,TN - 1,T,,DC on DC,28, : ,106.1303941,0.27,169.851913,21°26'26''LT,11.05524204,77.98896602,GOOD,AVAILABLE,,LOAD,PLAIN,,NA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9889660235494 11.0552420374006, 77.9889019858092 11.0550459846854)"
226,GANTRY AT PUGALUR SS,GANTRY,2W,GANTRY,15, : ,24.80825962,,172.897858,,11.05504598,77.98890199,GOOD,NO E/W,,,PLAIN,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
