S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire ( Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
191,188,,T,SC+6,32,191 - 192,158.6718218,5.07,FALSE,13.766393,"16°55'48""R",9.39225,78.85241667,GOOD,Available,"2-LT,2-HT",Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85241666666666 9.392249999999999, 78.85277777777777 9.391083333333333)"
192,189,,T,SC+6,32,192 - 193,132.5437532,4.07,FALSE,13.728249,"29°33'0""L",9.391083333,78.85277778,GOOD,Available,,Ramnad NH Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85277777777777 9.391083333333333, 78.85383333333333 9.390083333333333)"
193,190,,T,SC,26,193 - 194,161.4837132,3.97,FALSE,14.189243,"31°33'0""L",9.390083333,78.85383333,GOOD,Available,2-HT,Palangulam Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85383333333333 9.390083333333333, 78.85644444444443 9.389527777777777)"
194,191,,T,SC,25,194 - 194A,293.7045034,2.34,FALSE,14.991802,"2°0'0""R",9.389527778,78.85644444,GOOD,Available,HT,POND,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85644444444443 9.389527777777777, 78.85825 9.389055555555554)"
195,192,,S,SA,26,194A - 195,203.2788722,1.19,FALSE,13.999863,,9.389055556,78.85825,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85825 9.389055555555554, 78.86005555555555 9.388583333333333)"
196,193,,T,SB,25,195 - 196,206.5006704,5.52,FALSE,14.535778,"3°34'48""R",9.388583333,78.86005556,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.86005555555555 9.388583333333333, 78.86269444444444 9.387722222222221)"
197,194,,S,SA,26,196 - 197,304.7754148,5.1,FALSE,15.294277,,9.387722222,78.86269444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.86269444444444 9.387722222222221, 78.86524999999999 9.386888888888889)"
198,194A,,S,SA,26,197 - 198,296.3979938,6.17,FALSE,15.00827,,9.386888889,78.86525,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.86524999999999 9.386888888888889, 78.8671111111111 9.386277777777778)"
199,195,,T,SB,25,198 - 199,213.9232769,5.2,FALSE,15.904385,"6°45'0""R",9.386277778,78.86711111,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.8671111111111 9.386277777777778, 78.86955555555555 9.385166666666667)"
200,196,,S,SA,26,199 - 200,297.2465492,2.72,FALSE,17.625483,,9.385166667,78.86955556,GOOD,Available,LT,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.86955555555555 9.385166666666667, 78.872 9.384027777777778)"
201,197,,S,SA,26,200 - 201,294.5298257,3.59,FALSE,16.620317,,9.384027778,78.872,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.872 9.384027777777778, 78.8743611111111 9.382944444444444)"
202,198,2W,T,SC,26,201 - 202,286.3457651,4.72,FALSE,17.428337,"32°11'60""L",9.382944444,78.87436111,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.8743611111111 9.382944444444444, 78.87652777777777 9.383222222222223)"
203,199,,S,SA,26,202 - 203,239.9247113,1.56,FALSE,15.75709,,9.383222222,78.87652778,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.87652777777777 9.383222222222223, 78.87869444444443 9.383527777777777)"
204,200,,T,SB,25,203 - 204,240.0627218,2.32,FALSE,15.542364,"7°56'60""L",9.383527778,78.87869444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.87869444444443 9.383527777777777, 78.88116666666666 9.384194444444445)"
205,201,,S,SA,26,204 - 205,281.842605,0.38,FALSE,14.002907,,9.384194444,78.88116667,GOOD,Available,,Vaigai River,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.88116666666666 9.384194444444445, 78.88366666666667 9.384916666666665)"
206,202,,T,SC,26,205 - 206,286.3902543,1.31,FALSE,13.73962,"52°56'46""R",9.384916667,78.88366667,GOOD,Available,,Vaigai River,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.88366666666667 9.384916666666665, 78.88594444444445 9.383222222222223)"
207,203,,S,SA,26,206 - 207,313.051914,1.05,FALSE,13.338638,,9.383222222,78.88594444,GOOD,Available,,Vaigai River,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.88594444444445 9.383222222222223, 78.88822222222223 9.3815)"
208,204,,S,SA,26,207 - 208,312.7472135,1.27,FALSE,12.870539,,9.3815,78.88822222,GOOD,Available,,Vaigai River,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.88822222222223 9.3815, 78.89047222222223 9.379833333333334)"
209,205,,S,SA,26,208 - 209,309.8758049,0.36,FALSE,12.699226,,9.379833333,78.89047222,GOOD,Available,,Vaigai River,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.89047222222223 9.379833333333334, 78.89272222222223 9.37813888888889)"
210,206,,T,SB,25,209 - 210,309.9431072,0.47,FALSE,12.495243,"11°58'48""L",9.378138889,78.89272222,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.89272222222223 9.37813888888889, 78.89541666666668 9.376916666666666)"
211,207,,S,SA,26,210 - 211,324.3807498,1.1,FALSE,11.589159,,9.376916667,78.89541667,GOOD,Available,,Vaigai River,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.89541666666668 9.376916666666666, 78.89805555555556 9.375694444444445)"
212,208,,S,SA,26,211 - 212,318.7850907,0.3,FALSE,13.460163,,9.375694444,78.89805556,GOOD,Available,,Vaigai River,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.89805555555556 9.375694444444445, 78.90063888888889 9.374527777777779)"
213,209,,S,SA,26,212 - 213,312.5259463,0.42,FALSE,12.410376,,9.374527778,78.90063889,GOOD,Available,,Vaigai River,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.90063888888889 9.374527777777779, 78.90319444444445 9.373333333333333)"
214,210,,S,SA,26,213 - 214,312.0082983,0.28,FALSE,12.14205,,9.373333333,78.90319444,GOOD,Available,,Vaigai River,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.90319444444445 9.373333333333333, 78.90575000000001 9.372166666666667)"
215,211,2W,T,SB,25,214 - 215,308.2633997,0.41,FALSE,12.20248,"18°38'24""R",9.372166667,78.90575,GOOD,Available,,Vaigai River,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.90575000000001 9.372166666666667, 78.90775000000001 9.37025)"
216,212,,S,SA,26,215 - 216,303.8708891,0.5,FALSE,11.29273,,9.37025,78.90775,GOOD,Available,,Vaigai River,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.90775000000001 9.37025, 78.90950000000001 9.368555555555556)"
217,213,,S,SA,26,216 - 217,270.0521452,1.07,FALSE,9.08988,,9.368555556,78.9095,GOOD,Available,,POND,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.90950000000001 9.368555555555556, 78.91133333333335 9.366833333333334)"
218,214,,S,SA,26,217 - 218,277.018985,1.65,FALSE,2.84765625,,9.366833333,78.91133333,GOOD,Available,,POND,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.91133333333335 9.366833333333334, 78.9136388888889 9.364583333333332)"
219,215,,S,SA,26,218 - 219,354.9050753,2.12,FALSE,12.585393,,9.364583333,78.91363889,GOOD,Available,,POND,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.9136388888889 9.364583333333332, 78.91594444444445 9.362388888888889)"
220,216,,T,SB,25,219 - 220,349.626854,5.25,FALSE,13.156486,"2°3'36""R",9.362388889,78.91594444,GOOD,Available,,POND,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.91594444444445 9.362388888888889, 78.918 9.360555555555555)"
221,217,,S,SA,26,220 - 221,304.0991689,3.07,FALSE,14.252689,,9.360555556,78.918,GOOD,Available,,POND,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.918 9.360555555555555, 78.92019444444445 9.358694444444444)"
222,218,,S,SA,26,221 - 222,318.4879446,1.16,FALSE,15.143714,,9.358694444,78.92019444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.92019444444445 9.358694444444444, 78.92230555555555 9.357)"
223,219,,T,SB,25,222 - 223,297.3346491,3.74,FALSE,17.832304,"30°19'48""R",9.357,78.92230556,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.92230555555555 9.357, 78.9231388888889 9.354777777777777)"
224,220,,T,SB,25,223 -  Gantry (Valuthur SS),262.0453066,1.11,FALSE,17.549311,"6°41'24""R",9.354777778,78.92313889,GOOD,Available,LT,Valuthur Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.9231388888889 9.354777777777777, 78.92358333333334 9.353)"
225,221,,T,SB,25, Gantry (Valuthur SS) - ,203.6008579,3.18,FALSE,21.017487,"14°56'60""L",9.353,78.92358333,GOOD,Available,LT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.92358333333334 9.353, 78.9243888888889 9.351583333333332)"
226,222,,T,SC,26, - ,178.7521006,4.62,FALSE,21.012014,"39°55'12""L",9.351583333,78.92438889,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.9243888888889 9.351583333333332, 78.92452777777778 9.351527777777777)"
227,223,,T,SC,26, - ,18.01660725,2.23,FALSE,20.233829,"87°31'48""L",9.351527778,78.92452778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.92452777777778 9.351527777777777, 78.9246388888889 9.35175)"
228, Gantry (Valuthur SS),2W,Gantry,Gantry,12,223 - Gantry,27.6456804,,,23.478931,,9.35175,78.92463889,GOOD,NO E/W,,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
